,User_id,Material_name,Module_id,Type,Status,Date
1843,3758, Handout 14,'43550'.,PDF,viewed,1/02/22
1852,3830, Handout 14,'43550'.,PDF,viewed,1/02/22
1853,3830, Handout13 ,'42299'.,PDF,viewed,1/02/22
1854,3830, Handout 12,'41471'.,PDF,viewed,1/02/22
1857,3830, Lecture Materials ,'36695',Other,completed,1/02/22
1862,3909, Handout 14,'43550'.,PDF,viewed,1/02/22
1863,3546, Handout 14,'43550'.,PDF,viewed,1/02/22
1864,3546, Handout 14,'43550'.,PDF,viewed,1/02/22
1865,3526, Handout13 ,'42299'.,PDF,viewed,1/02/22
1866,3526, Handout 12,'41471'.,PDF,viewed,1/02/22
1867,3526, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1868,3546, Handout13 ,'42299'.,PDF,viewed,1/02/22
1869,3526, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1870,3526, Handout 9,'39915'.,PDF,viewed,1/02/22
1871,3546, Handout13 ,'42299'.,PDF,viewed,1/02/22
1872,3546, Handout13 ,'42299'.,PDF,viewed,1/02/22
1874,3526, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1875,3526, Handout 7,'38179'.,PDF,viewed,1/02/22
1876,3759, Handout 2,'33244'.,PDF,viewed,1/02/22
1877,3526, Handout 6,'38178'.,PDF,viewed,1/02/22
1879,3909, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1880,3526, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1881,3909, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1882,3526, Handout 3,'33245'.,PDF,viewed,1/02/22
1883,3526, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
1884,3909, Handout 12,'41471'.,PDF,viewed,1/02/22
1885,3526, Handout 3,'33245'.,PDF,viewed,1/02/22
1886,3759, Handout 2,'33244'.,PDF,viewed,1/02/22
1887,3909, Handout13 ,'42299'.,PDF,viewed,1/02/22
1888,3759, Handout 1,'33243'.,PDF,viewed,1/02/22
1890,3585, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
1891,3585, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
1892,3551, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1894,3400, Handout 3,'33245'.,PDF,viewed,1/02/22
1895,3776, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1896,3737, Handout 14,'43550'.,PDF,viewed,1/02/22
1898,3515, Handout 12,'41471'.,PDF,viewed,1/02/22
1901,3551, Handout 9,'39915'.,PDF,viewed,1/02/22
1902,3664, Handout 12,'41471'.,PDF,viewed,1/02/22
1903,3546, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1905,3546, Handout 1,'33243'.,PDF,viewed,1/02/22
1906,3546, Handout 2,'33244'.,PDF,viewed,1/02/22
1907,3546, Handout 3,'33245'.,PDF,viewed,1/02/22
1908,3546, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
1909,3501, Handout13 ,'42299'.,PDF,viewed,1/02/22
1910,3664, Handout 3,'33245'.,PDF,viewed,1/02/22
1911,3643, Handout 7,'38179'.,PDF,viewed,1/02/22
1912,3512, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1913,3512, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1914,3512, Handout 9,'39915'.,PDF,viewed,1/02/22
1915,3512, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1916,3643, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1917,3732, Handout 14,'43550'.,PDF,viewed,1/02/22
1918,3422, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1922,3732, Handout 14,'43550'.,PDF,viewed,1/02/22
1923,3664, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1924,3664, Handout 9,'39915'.,PDF,viewed,1/02/22
1925,3526, Handout 3,'33245'.,PDF,viewed,1/02/22
1926,3838, Handout 1,'33243'.,PDF,viewed,1/02/22
1927,3526, Handout 2,'33244'.,PDF,viewed,1/02/22
1928,3664, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1931,3703, Handout 9,'39915'.,PDF,viewed,1/02/22
1932,3643, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
1933,3643, Handout 3,'33245'.,PDF,viewed,1/02/22
1936,3636, Handout 14,'43550'.,PDF,viewed,1/02/22
1938,3436, Handout13 ,'42299'.,PDF,viewed,1/02/22
1939,3422, Handout 7,'38179'.,PDF,viewed,1/02/22
1940,3493, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
1941,3422, Handout 6,'38178'.,PDF,viewed,1/02/22
1942,3436, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1943,3493, Handout 3,'33245'.,PDF,viewed,1/02/22
1944,3422, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1945,3422, Handout 6,'38178'.,PDF,viewed,1/02/22
1946,3776, Handout 9,'39915'.,PDF,viewed,1/02/22
1947,3664, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1954,3673, Handout13 ,'42299',PDF,completed,1/02/22
1955,3673, Handout13 ,'42299'.,PDF,viewed,1/02/22
1958,3664, Handout 7,'38179'.,PDF,viewed,1/02/22
1959,3664, Handout 6,'38178'.,PDF,viewed,1/02/22
1960,3776, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1961,3746, Handout 14,'43550'.,PDF,viewed,1/02/22
1965,3746, Handout13 ,'42299',PDF,completed,1/02/22
1966,3746, Handout13 ,'42299',PDF,completed,1/02/22
1967,3746, Handout13 ,'42299'.,PDF,viewed,1/02/22
1968,3746, Handout 12,'41471'.,PDF,viewed,1/02/22
1970,3746, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1971,3746, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1972,3746, Handout 9,'39915'.,PDF,viewed,1/02/22
1973,3746, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1974,3746, Handout 7,'38179'.,PDF,viewed,1/02/22
1975,3745, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1976,3746, Handout 6,'38178'.,PDF,viewed,1/02/22
1977,3745, Handout 7,'38179',PDF,completed,1/02/22
1978,3746, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1979,3746, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
1980,3746, Handout 3,'33245'.,PDF,viewed,1/02/22
1981,3746, Handout 2,'33244'.,PDF,viewed,1/02/22
1982,3746, Handout 1,'33243'.,PDF,viewed,1/02/22
1983,3745, Handout 7,'38179'.,PDF,viewed,1/02/22
1984,3746, Handout 3,'33245'.,PDF,viewed,1/02/22
1985,3745, Lecture 7,'38519',Video,completed,1/02/22
1986,3659, Handout 12,'41471'.,PDF,viewed,1/02/22
1987,3659, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1988,3659, Handout 12,'41471'.,PDF,viewed,1/02/22
1989,3659, Handout13 ,'42299',PDF,completed,1/02/22
1990,3659, Handout13 ,'42299',PDF,completed,1/02/22
1991,3659, Handout13 ,'42299'.,PDF,viewed,1/02/22
1992,3819, Handout 1,'33243'.,PDF,viewed,1/02/22
1993,3806, Lecture 3,'35332',Video,completed,1/02/22
1994,3806, Lecture 1,'32094',Video,completed,1/02/22
1995,3806, Lecture 2,'33127',Video,completed,1/02/22
1996,3806, Lecture Materials ,'34050',Other,completed,1/02/22
1997,3647, Handout 7,'38179'.,PDF,viewed,1/02/22
1999,3460, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
2000,3776, Handout 7,'38179'.,PDF,viewed,1/02/22
2002,3912, Handout 11 ,'40817'.,PDF,viewed,1/02/22
2003,3912, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
2004,3659, Handout 14,'43550'.,PDF,viewed,1/02/22
2006,3909, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
2007,3460, Handout 3,'33245'.,PDF,viewed,1/02/22
2008,3460, Handout 2,'33244'.,PDF,viewed,1/02/22
2012,3567, Handout 12,'41471'.,PDF,viewed,1/02/22
2016,3710, Handout 14,'43550'.,PDF,viewed,1/02/22
2017,3554, Handout 14,'43550'.,PDF,viewed,1/02/22
2018,3554, Handout 14,'43550'.,PDF,viewed,1/02/22
2020,3622, Handout 14,'43550'.,PDF,viewed,1/02/22
2021,3643, Handout13 ,'42299'.,PDF,viewed,1/02/22
2032,3693, Handout 14,'43550'.,PDF,viewed,1/02/22
2033,3693, Handout13 ,'42299',PDF,completed,1/02/22
2034,3693, Handout13 ,'42299',PDF,completed,1/02/22
2035,3693, Handout13 ,'42299'.,PDF,viewed,1/02/22
2036,3693, Handout 12,'41471'.,PDF,viewed,1/02/22
2037,3693, Handout 11 ,'40817'.,PDF,viewed,1/02/22
2038,3693, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
2039,3693, Handout 9,'39915'.,PDF,viewed,1/02/22
2040,3693, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
2041,3693, Handout 7,'38179'.,PDF,viewed,1/02/22
2042,3481, Handout 12,'41471'.,PDF,viewed,1/02/22
2043,3693, Handout 6,'38178'.,PDF,viewed,1/02/22
2045,3693, Handout 7,'38179'.,PDF,viewed,1/02/22
2046,3693, Handout 6,'38178'.,PDF,viewed,1/02/22
2047,3693, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
2048,3693, Handout4 PythonProgramming2,'35326',PDF,completed,1/02/22
2049,3693, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
2050,3693, Handout 3,'33245'.,PDF,viewed,1/02/22
2051,3693, Handout 2,'33244'.,PDF,viewed,1/02/22
2052,3693, Handout 2,'33244'.,PDF,viewed,1/02/22
2053,3693, Handout 2,'33244'.,PDF,viewed,1/02/22
2054,3693, Handout 1,'33243'.,PDF,viewed,1/02/22
2055,3745, Handout 7,'38179'.,PDF,viewed,1/02/22
2056,3745, Handout 6,'38178',PDF,completed,1/02/22
2057,3745, Handout 6,'38178'.,PDF,viewed,1/02/22
2058,3745, Handout 6,'38178'.,PDF,viewed,1/02/22
2067,3909, Handout 3,'33245'.,PDF,viewed,1/02/22
2070,3481, Handout 14,'43550'.,PDF,viewed,1/02/22
2071,3442, Handout 12,'41471'.,PDF,viewed,1/02/22
2072,3442, Handout 11 ,'40817'.,PDF,viewed,1/02/22
2073,3481, Handout13 ,'42299'.,PDF,viewed,1/02/22
2074,3442, Handout13 ,'42299'.,PDF,viewed,1/02/22
2075,3442, Handout 14,'43550'.,PDF,viewed,1/02/22
2076,3481, Handout 12,'41471'.,PDF,viewed,1/02/22
2077,3442, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
2078,3442, Handout 9,'39915'.,PDF,viewed,1/02/22
2079,3442, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
2080,3442, Handout 7,'38179'.,PDF,viewed,1/02/22
2081,3442, Handout 6,'38178'.,PDF,viewed,1/02/22
2082,3442, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
2083,3442, Handout4 PythonProgramming2,'35326',PDF,completed,1/02/22
2084,3442, Handout4 PythonProgramming2,'35326',PDF,completed,1/02/22
2085,3442, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
2086,3442, Handout 3,'33245'.,PDF,viewed,1/02/22
2087,3442, Handout 2,'33244'.,PDF,viewed,1/02/22
2090,3460, Handout 2,'33244'.,PDF,viewed,1/02/22
2094,3932, Handout 1,'33243'.,PDF,viewed,1/02/22
2095,3745, Handout 5 - Flowcharts,'37315',PDF,completed,1/02/22
2096,3745, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
2097,3590, Handout 1,'33243'.,PDF,viewed,1/02/22
2098,3909, Handout 2,'33244'.,PDF,viewed,1/02/22
2099,3909, Handout 1,'33243'.,PDF,viewed,1/02/22
2102,3745, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
2103,3745, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
2105,3586, Handout 14,'43550'.,PDF,viewed,1/02/22
2106,3586, Handout13 ,'42299'.,PDF,viewed,1/02/22
2107,3777, Handout 1,'33243'.,PDF,viewed,1/02/22
2108,3586, Handout 12,'41471'.,PDF,viewed,1/02/22
2109,3586, Handout 11 ,'40817'.,PDF,viewed,1/02/22
2110,3586, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
2111,3586, Handout 9,'39915'.,PDF,viewed,1/02/22
2112,3586, Handout 9,'39915'.,PDF,viewed,1/02/22
2113,3586, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
2114,3586, Handout 7,'38179'.,PDF,viewed,1/02/22
2115,3768, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
2116,3586, Handout 6,'38178'.,PDF,viewed,1/02/22
2118,3586, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
2119,3586, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
2120,3586, Handout 3,'33245'.,PDF,viewed,1/02/22
2121,3586, Handout 2,'33244'.,PDF,viewed,1/02/22
2122,3586, Handout 1,'33243'.,PDF,viewed,1/02/22
2125,3458, Handout 6,'38178'.,PDF,viewed,1/02/22
2127,3458, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
2130,3727, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
2131,3727, Handout 2,'33244'.,PDF,viewed,1/02/22
2132,3727, Handout 1,'33243'.,PDF,viewed,1/02/22
2135,3391, Handout 12,'41471'.,PDF,viewed,1/02/22
2136,3391, Handout 11 ,'40817'.,PDF,viewed,1/02/22
2137,3593, Handout 2,'33244'.,PDF,viewed,1/02/22
2138,3824, Handout 14,'43550'.,PDF,viewed,1/02/22
2139,3594, Handout13 ,'42299'.,PDF,viewed,1/02/22
2140,3832, Handout 14,'43550'.,PDF,viewed,1/02/22
2141,3909, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
2142,3909, Handout 2,'33244'.,PDF,viewed,1/02/22
2143,3594, Handout 12,'41471'.,PDF,viewed,1/02/22
2144,3826, Handout 12,'41471'.,PDF,viewed,1/02/22
2147,3718, Handout 6,'38178',PDF,completed,1/02/22
2148,3718, Lecture 6 ,'38177',Video,completed,1/02/22
2151,3718, Dataset 1,'37349',Other,completed,1/02/22
2152,3718, Dataset 2,'37350',Other,completed,1/02/22
2153,3718, Lecture 7,'38519',Video,completed,1/02/22
2154,3718, Handout 7,'38179',PDF,completed,1/02/22
2159,3718, Handout 14,'43550',PDF,completed,1/02/22
2160,3718, Lecture 16,'43542',Video,completed,1/02/22
2162,3718, Lecture 14,'42279',Video,completed,1/02/22
2167,3664, Handout 7,'38179',PDF,completed,1/02/22
2168,3664, Handout 7,'38179'.,PDF,viewed,1/02/22
2169,3664, Handout 6,'38178'.,PDF,viewed,1/02/22
2170,3664, Handout 6,'38178'.,PDF,viewed,1/02/22
2171,3711, Handout 6,'38178'.,PDF,viewed,1/02/22
2172,3776, Handout 6,'38178'.,PDF,viewed,1/02/22
2173,3711, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
2174,3594, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2175,3781, Handout 9,'39915'.,PDF,viewed,31/01/22
2177,3502, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2178,3502, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2179,3460, Handout 2,'33244'.,PDF,viewed,31/01/22
2180,3781, Handout 8 - Functions,'39914'.,PDF,viewed,31/01/22
2181,3502, Handout 12,'41471'.,PDF,viewed,31/01/22
2182,3460, Handout 1,'33243'.,PDF,viewed,31/01/22
2183,3502, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2184,3502, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2185,3502, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2186,3502, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2187,3514, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2188,3670, Handout 12,'41471'.,PDF,viewed,31/01/22
2190,3718, Handout 1,'33243'.,PDF,viewed,31/01/22
2191,3746, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2192,3746, Handout 3,'33245'.,PDF,viewed,31/01/22
2193,3746, Handout 2,'33244'.,PDF,viewed,31/01/22
2194,3746, Handout 1,'33243'.,PDF,viewed,31/01/22
2195,3584, Handout 12,'41471'.,PDF,viewed,31/01/22
2196,3584, Handout 10 Modules,'39916'.,PDF,viewed,31/01/22
2197,3584, Handout 9,'39915'.,PDF,viewed,31/01/22
2198,3584, Handout 8 - Functions,'39914'.,PDF,viewed,31/01/22
2199,3584, Handout 7,'38179'.,PDF,viewed,31/01/22
2200,3584, Handout 6,'38178'.,PDF,viewed,31/01/22
2201,3493, Handout 2,'33244'.,PDF,viewed,31/01/22
2202,3584, Handout 5 - Flowcharts,'37315'.,PDF,viewed,31/01/22
2203,3493, Handout 1,'33243'.,PDF,viewed,31/01/22
2204,3584, Handout 1,'33243'.,PDF,viewed,31/01/22
2205,3556, Handout 2,'33244'.,PDF,viewed,31/01/22
2206,3556, Handout 1,'33243'.,PDF,viewed,31/01/22
2207,3670, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2208,3711, Handout 2,'33244'.,PDF,viewed,31/01/22
2209,3713, Handout 2,'33244'.,PDF,viewed,31/01/22
2210,3827, Lecture 16,'43542',Video,completed,31/01/22
2211,3827, Lecture 15,'43004',Video,completed,31/01/22
2212,3827, Lecture 14,'42279',Video,completed,31/01/22
2213,3814, Handout 7,'38179'.,PDF,viewed,31/01/22
2214,3776, Handout 2,'33244'.,PDF,viewed,31/01/22
2215,3909, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2216,3909, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2221,3909, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2222,3894, Handout 6,'38178'.,PDF,viewed,31/01/22
2223,3894, Handout 7,'38179'.,PDF,viewed,31/01/22
2224,3711, Handout 5 - Flowcharts,'37315'.,PDF,viewed,31/01/22
2225,3711, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2226,3711, Handout 2,'33244'.,PDF,viewed,31/01/22
2228,3776, Handout 5 - Flowcharts,'37315'.,PDF,viewed,31/01/22
2229,3781, Handout 7,'38179'.,PDF,viewed,31/01/22
2230,3781, Handout 6,'38178'.,PDF,viewed,31/01/22
2232,3537, Handout 14,'43550'.,PDF,viewed,31/01/22
2233,3537, Handout13 ,'42299',PDF,completed,31/01/22
2234,3537, Handout13 ,'42299',PDF,completed,31/01/22
2235,3537, Handout13 ,'42299'.,PDF,viewed,31/01/22
2236,3781, Handout 5 - Flowcharts,'37315'.,PDF,viewed,31/01/22
2237,3537, Handout 12,'41471'.,PDF,viewed,31/01/22
2239,3594, Handout 10 Modules,'39916'.,PDF,viewed,31/01/22
2240,3594, Handout 9,'39915'.,PDF,viewed,31/01/22
2244,3781, Handout 5 - Flowcharts,'37315'.,PDF,viewed,31/01/22
2245,3537, Handout 12,'41471'.,PDF,viewed,31/01/22
2246,3537, Handout 12,'41471'.,PDF,viewed,31/01/22
2247,3537, Handout 12,'41471'.,PDF,viewed,31/01/22
2249,3814, Handout 14,'43550'.,PDF,viewed,31/01/22
2250,3421, Handout 14,'43550'.,PDF,viewed,31/01/22
2253,3814, Handout13 ,'42299',PDF,completed,31/01/22
2254,3814, Handout13 ,'42299',PDF,completed,31/01/22
2255,3814, Handout13 ,'42299'.,PDF,viewed,31/01/22
2256,3814, Handout 12,'41471'.,PDF,viewed,31/01/22
2257,3814, Handout 12,'41471'.,PDF,viewed,31/01/22
2258,3814, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2259,3814, Handout 8 - Functions,'39914'.,PDF,viewed,31/01/22
2260,3814, Handout 7,'38179'.,PDF,viewed,31/01/22
2261,3814, Handout 7,'38179'.,PDF,viewed,31/01/22
2262,3814, Handout 5 - Flowcharts,'37315'.,PDF,viewed,31/01/22
2263,3814, Handout 6,'38178'.,PDF,viewed,31/01/22
2264,3814, Handout 5 - Flowcharts,'37315'.,PDF,viewed,31/01/22
2265,3814, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2266,3814, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2267,3814, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2268,3664, Handout 5 - Flowcharts,'37315'.,PDF,viewed,31/01/22
2270,3745, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2271,3826, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2272,3926, Handout 3,'33245'.,PDF,viewed,31/01/22
2273,3926, Handout 2,'33244'.,PDF,viewed,31/01/22
2274,3421, Lecture 8,'39913',Video,completed,31/01/22
2276,3776, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2277,3421, Dataset 1,'37349',Other,completed,31/01/22
2278,3421, Dataset 2,'37350',Other,completed,31/01/22
2283,3421, Lecture 14,'42279',Video,completed,31/01/22
2286,3421, Lecture 16,'43542',Video,completed,31/01/22
2287,3421, Handout 14,'43550',PDF,completed,31/01/22
2288,3421, Lecture 17,'44653',Video,completed,31/01/22
2289,3926, Handout 7,'38179'.,PDF,viewed,31/01/22
2291,3926, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2292,3926, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2293,3926, Handout 3,'33245'.,PDF,viewed,31/01/22
2294,3585, Handout 6,'38178'.,PDF,viewed,31/01/22
2295,3585, Handout 6,'38178'.,PDF,viewed,31/01/22
2296,3585, Handout 5 - Flowcharts,'37315'.,PDF,viewed,31/01/22
2297,3585, Handout 5 - Flowcharts,'37315'.,PDF,viewed,31/01/22
2298,3585, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2299,3585, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2300,3585, Handout 3,'33245'.,PDF,viewed,31/01/22
2301,3585, Handout 3,'33245'.,PDF,viewed,31/01/22
2302,3926, Handout 2,'33244'.,PDF,viewed,31/01/22
2303,3585, Handout 2,'33244'.,PDF,viewed,31/01/22
2304,3585, Handout 3,'33245'.,PDF,viewed,31/01/22
2305,3926, Handout 1,'33243'.,PDF,viewed,31/01/22
2306,3585, Handout 2,'33244'.,PDF,viewed,31/01/22
2307,3585, Handout 1,'33243'.,PDF,viewed,31/01/22
2308,3781, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2309,3781, Handout 3,'33245'.,PDF,viewed,31/01/22
2310,3721, Handout 1,'33243'.,PDF,viewed,31/01/22
2311,3781, Handout 3,'33245'.,PDF,viewed,31/01/22
2312,3781, Handout13 ,'42299',PDF,completed,31/01/22
2313,3781, Handout13 ,'42299',PDF,completed,31/01/22
2314,3781, Handout13 ,'42299'.,PDF,viewed,31/01/22
2315,3781, Handout 14,'43550'.,PDF,viewed,31/01/22
2316,3429, Handout 14,'43550'.,PDF,viewed,31/01/22
2317,3429, Handout13 ,'42299'.,PDF,viewed,31/01/22
2318,3429, Handout 12,'41471'.,PDF,viewed,31/01/22
2319,3429, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2320,3429, Handout 10 Modules,'39916'.,PDF,viewed,31/01/22
2321,3429, Handout 9,'39915'.,PDF,viewed,31/01/22
2322,3429, Handout 8 - Functions,'39914'.,PDF,viewed,31/01/22
2323,3429, Handout 7,'38179'.,PDF,viewed,31/01/22
2324,3429, Handout 6,'38178'.,PDF,viewed,31/01/22
2325,3429, Handout 5 - Flowcharts,'37315'.,PDF,viewed,31/01/22
2326,3429, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2327,3429, Handout 3,'33245'.,PDF,viewed,31/01/22
2328,3429, Handout 2,'33244'.,PDF,viewed,31/01/22
2329,3926, Handout13 ,'42299'.,PDF,viewed,31/01/22
2330,3429, Handout 1,'33243'.,PDF,viewed,31/01/22
2331,3926, Handout 14,'43550'.,PDF,viewed,31/01/22
2332,3664, Handout4 PythonProgramming2,'35326',PDF,completed,31/01/22
2333,3664, Handout4 PythonProgramming2,'35326',PDF,completed,31/01/22
2334,3664, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2335,3829, Handout13 ,'42299'.,PDF,viewed,31/01/22
2337,3829, Handout13 ,'42299'.,PDF,viewed,31/01/22
2339,3768, Handout13 ,'42299'.,PDF,viewed,31/01/22
2340,3768, Handout 12,'41471'.,PDF,viewed,31/01/22
2341,3768, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2342,3768, Handout 10 Modules,'39916'.,PDF,viewed,31/01/22
2343,3768, Handout 9,'39915'.,PDF,viewed,31/01/22
2345,3768, Handout 8 - Functions,'39914'.,PDF,viewed,31/01/22
2346,3768, Handout 7,'38179'.,PDF,viewed,31/01/22
2347,3768, Handout 6,'38178'.,PDF,viewed,31/01/22
2348,3768, Handout 5 - Flowcharts,'37315'.,PDF,viewed,31/01/22
2349,3768, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2350,3768, Handout 3,'33245'.,PDF,viewed,31/01/22
2351,3653, Handout13 ,'42299'.,PDF,viewed,31/01/22
2352,3653, Handout 14,'43550'.,PDF,viewed,31/01/22
2353,3456, Handout 12,'41471'.,PDF,viewed,31/01/22
2354,3600, Handout 10 Modules,'39916'.,PDF,viewed,31/01/22
2355,3456, Handout 14,'43550'.,PDF,viewed,31/01/22
2356,3600, Handout 9,'39915'.,PDF,viewed,31/01/22
2357,3600, Handout 8 - Functions,'39914'.,PDF,viewed,31/01/22
2358,3600, Handout 9,'39915'.,PDF,viewed,31/01/22
2359,3600, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2360,3653, Handout13 ,'42299'.,PDF,viewed,31/01/22
2361,3829, Handout 8 - Functions,'39914'.,PDF,viewed,31/01/22
2362,3600, Handout 10 Modules,'39916'.,PDF,viewed,31/01/22
2363,3653, Handout 12,'41471'.,PDF,viewed,31/01/22
2364,3600, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2365,3653, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2366,3600, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2367,3653, Handout 10 Modules,'39916'.,PDF,viewed,31/01/22
2369,3391, Handout 14,'43550'.,PDF,viewed,31/01/22
2371,3653, Handout 9,'39915'.,PDF,viewed,31/01/22
2372,3391, Handout13 ,'42299'.,PDF,viewed,31/01/22
2373,3600, Handout 12,'41471'.,PDF,viewed,31/01/22
2374,3600, Handout 12,'41471'.,PDF,viewed,31/01/22
2375,3653, Handout 9,'39915'.,PDF,viewed,31/01/22
2377,3391, Handout 9,'39915'.,PDF,viewed,31/01/22
2378,3391, Handout 11 ,'40817'.,PDF,viewed,31/01/22
2380,3391, Handout 10 Modules,'39916'.,PDF,viewed,31/01/22
2381,3391, Handout 9,'39915'.,PDF,viewed,31/01/22
2382,3600, Handout 14,'43550'.,PDF,viewed,31/01/22
2383,3653, Handout 8 - Functions,'39914'.,PDF,viewed,31/01/22
2384,3391, Handout 7,'38179'.,PDF,viewed,31/01/22
2385,3814, Handout 3,'33245'.,PDF,viewed,31/01/22
2387,3391, Handout 6,'38178'.,PDF,viewed,31/01/22
2389,3391, Handout 5 - Flowcharts,'37315'.,PDF,viewed,31/01/22
2392,3653, Handout 7,'38179'.,PDF,viewed,31/01/22
2393,3391, Handout4 PythonProgramming2,'35326'.,PDF,viewed,31/01/22
2394,3391, Handout 3,'33245'.,PDF,viewed,31/01/22
2395,3653, Handout 6,'38178'.,PDF,viewed,31/01/22
